instance_folder,instance_id,obj,method,time_limit_rescheduling,time_limit_initial,solver_calls,feasibility,real_durations,estimated_start_times,start_times,time_offline,time_online,mode,estimated_durations
j20,1,inf,reactive_mean,2,30,1,False,"[0, 7, 1, 6, 2, 2, 1, 6, 2, 9, 2, 2, 10, 1, 4, 1, 3, 1, 6, 6, 5, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,1,inf,reactive_mean,2,30,1,False,"[0, 8, 2, 6, 1, 2, 3, 7, 1, 8, 1, 2, 7, 1, 4, 1, 1, 1, 5, 5, 2, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,1,inf,reactive_mean,2,30,1,False,"[0, 6, 1, 6, 2, 2, 3, 6, 1, 6, 2, 3, 8, 1, 4, 1, 1, 3, 5, 5, 5, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,1,inf,reactive_mean,2,30,1,False,"[0, 8, 2, 7, 3, 1, 1, 8, 1, 6, 2, 1, 8, 1, 3, 1, 1, 2, 5, 5, 2, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,1,inf,reactive_mean,2,30,1,False,"[0, 4, 2, 11, 3, 1, 2, 8, 1, 8, 2, 2, 6, 1, 6, 1, 1, 1, 8, 6, 3, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,1,inf,reactive_mean,2,30,1,False,"[0, 4, 1, 8, 1, 2, 3, 10, 2, 6, 1, 3, 10, 1, 7, 1, 1, 1, 5, 6, 3, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,1,inf,reactive_mean,2,30,1,False,"[0, 4, 2, 9, 2, 2, 3, 11, 1, 9, 2, 3, 11, 1, 3, 1, 1, 2, 6, 6, 3, 0]",,,inf,inf,mean,"[0, 7, 3, 10, 3, 3, 3, 9, 2, 8, 2, 3, 9, 1, 6, 1, 3, 3, 7, 5, 4, 0]"
j20,3,inf,reactive_mean,2,30,1,False,"[0, 6, 8, 4, 5, 5, 9, 1, 3, 8, 1, 6, 8, 5, 11, 6, 4, 8, 4, 10, 3, 0]",,,inf,inf,mean,"[0, 9, 8, 6, 7, 5, 8, 3, 5, 8, 2, 7, 7, 8, 9, 6, 6, 9, 7, 10, 4, 0]"
j20,3,inf,reactive_mean,2,30,1,False,"[0, 7, 5, 7, 6, 2, 7, 1, 3, 6, 1, 6, 8, 9, 6, 7, 4, 10, 5, 6, 4, 0]",,,inf,inf,mean,"[0, 9, 8, 6, 7, 5, 8, 3, 5, 8, 2, 7, 7, 8, 9, 6, 6, 9, 7, 10, 4, 0]"
j20,3,inf,reactive_mean,2,30,1,False,"[0, 11, 9, 5, 4, 2, 6, 2, 2, 6, 2, 5, 5, 9, 10, 6, 3, 9, 4, 9, 3, 0]",,,inf,inf,mean,"[0, 9, 8, 6, 7, 5, 8, 3, 5, 8, 2, 7, 7, 8, 9, 6, 6, 9, 7, 10, 4, 0]"
j20,3,inf,reactive_mean,2,30,1,False,"[0, 8, 9, 3, 4, 5, 6, 2, 2, 5, 1, 6, 7, 9, 8, 3, 6, 9, 5, 8, 2, 0]",,,inf,inf,mean,"[0, 9, 8, 6, 7, 5, 8, 3, 5, 8, 2, 7, 7, 8, 9, 6, 6, 9, 7, 10, 4, 0]"
j20,4,inf,reactive_mean,2,30,1,False,"[0, 1, 3, 4, 5, 2, 1, 2, 1, 7, 2, 1, 2, 6, 2, 1, 1, 8, 4, 2, 9, 0]",,,inf,inf,mean,"[0, 1, 5, 6, 7, 2, 1, 4, 2, 9, 5, 3, 2, 6, 2, 1, 1, 9, 6, 4, 9, 0]"
j20,4,inf,reactive_mean,2,30,1,False,"[0, 1, 3, 4, 7, 1, 1, 2, 2, 9, 6, 3, 1, 3, 2, 1, 1, 9, 4, 4, 6, 0]",,,inf,inf,mean,"[0, 1, 5, 6, 7, 2, 1, 4, 2, 9, 5, 3, 2, 6, 2, 1, 1, 9, 6, 4, 9, 0]"
j20,4,inf,reactive_mean,2,30,1,False,"[0, 1, 3, 6, 4, 1, 1, 4, 1, 7, 5, 1, 1, 3, 1, 1, 1, 7, 4, 3, 9, 0]",,,inf,inf,mean,"[0, 1, 5, 6, 7, 2, 1, 4, 2, 9, 5, 3, 2, 6, 2, 1, 1, 9, 6, 4, 9, 0]"
j20,4,inf,reactive_mean,2,30,1,False,"[0, 1, 2, 3, 8, 2, 1, 4, 1, 10, 5, 2, 2, 3, 2, 1, 1, 10, 6, 2, 10, 0]",,,inf,inf,mean,"[0, 1, 5, 6, 7, 2, 1, 4, 2, 9, 5, 3, 2, 6, 2, 1, 1, 9, 6, 4, 9, 0]"
j20,4,inf,reactive_mean,2,30,1,False,"[0, 1, 3, 5, 6, 2, 1, 5, 1, 11, 3, 3, 1, 3, 1, 1, 1, 11, 4, 4, 7, 0]",,,inf,inf,mean,"[0, 1, 5, 6, 7, 2, 1, 4, 2, 9, 5, 3, 2, 6, 2, 1, 1, 9, 6, 4, 9, 0]"
