,Activity,Product,Resource,Check_resource_type,Machine_id,Request moment,Retrieve moment,Start,Finish
0,1,10,Harvesting tanks A,Harvesting tanks A,1,82,82,82,99
1,0,16,Fermenter_2,Fermenter_2,0,0,0,0,102
2,0,0,Fermenter_1,Fermenter_1,0,3,3,3,115
3,1,2,Harvesting tanks A,Harvesting tanks A,0,96,96,96,120
4,2,0,Harvesting tanks B,Harvesting tanks B,1,97,97,97,139
5,1,0,Filters A,Filters A,1,116,116,116,139
6,3,0,Buffer tanks,Buffer tanks,2,116,116,116,142
7,4,0,Microfilter,Microfilter,2,117,117,117,142
8,2,10,Harvesting tanks A,Harvesting tanks A,2,82,82,82,143
9,5,0,Buffer tanks,Buffer tanks,3,128,128,128,152
10,6,0,Microfilter,Microfilter,3,128,128,128,152
11,4,10,Harvesting tanks B,Harvesting tanks B,3,82,82,82,155
12,0,10,Fermenter_4,Fermenter_4,0,30,30,30,158
13,0,22,Fermenter_5,Fermenter_5,0,66,66,66,162
14,0,2,Fermenter_3,Fermenter_3,0,6,6,6,165
15,5,2,Harvesting tanks B,Harvesting tanks B,2,96,96,96,166
16,4,2,Filters A,Filters A,2,120,120,120,166
17,2,22,Harvesting tanks B,Harvesting tanks B,5,147,147,147,168
18,8,10,Harvesting tanks B,Harvesting tanks B,4,82,82,82,175
19,3,10,Filters A,Filters A,1,116,139,139,178
20,1,16,Buffer tanks,Buffer tanks,0,128,128,128,186
21,2,16,Microfilter,Microfilter,0,131,131,131,186
22,2,2,Buffer tanks,Buffer tanks,2,120,142,142,186
23,3,2,Microfilter,Microfilter,2,120,142,142,186
24,7,10,Filters A,Filters A,2,151,166,166,190
25,1,22,Filters A,Filters A,1,156,178,178,190
26,6,2,Buffer tanks,Buffer tanks,3,150,152,152,191
27,7,2,Microfilter,Microfilter,3,150,152,152,191
28,5,10,Buffer tanks,Buffer tanks,0,153,186,186,191
29,4,16,Harvesting tanks B,Harvesting tanks B,0,71,71,71,192
30,3,16,Filters A,Filters A,0,128,128,128,192
31,0,4,Fermenter_2,Fermenter_2,0,12,102,102,214
32,5,16,Buffer tanks,Buffer tanks,1,161,161,161,216
33,6,16,Microfilter,Microfilter,1,161,161,161,216
34,6,10,Microfilter,Microfilter,0,129,186,186,220
35,3,22,Buffer tanks,Buffer tanks,0,156,191,191,220
36,12,10,Microfilter,Microfilter,3,153,191,191,224
37,0,3,Fermenter_1,Fermenter_1,0,9,115,115,227
38,2,3,Harvesting tanks B,Harvesting tanks B,3,202,202,202,227
39,1,3,Filters B,Filters B,0,212,212,212,227
40,9,10,Buffer tanks,Buffer tanks,2,129,186,186,233
41,2,4,Harvesting tanks B,Harvesting tanks B,1,187,187,187,237
42,1,4,Filters A,Filters A,2,196,196,196,237
43,3,3,Buffer tanks,Buffer tanks,0,212,220,220,239
44,4,3,Microfilter,Microfilter,3,212,224,224,243
45,7,0,Stabilization tanks,Stabilization tanks,1,142,142,142,245
46,4,22,Microfilter,Microfilter,1,156,216,216,245
47,10,10,Microfilter,Microfilter,2,116,186,186,246
48,5,3,Buffer tanks,Buffer tanks,2,217,233,233,251
49,7,3,Buffer tanks,Buffer tanks,0,222,239,239,256
50,11,10,Buffer tanks,Buffer tanks,3,116,191,191,261
51,6,3,Microfilter,Microfilter,3,217,243,243,261
52,8,3,Microfilter,Microfilter,1,222,245,245,262
53,0,13,Fermenter_4,Fermenter_4,0,39,158,158,264
54,5,22,Stabilization tanks,Stabilization tanks,4,185,185,185,274
55,13,10,Stabilization tanks,Stabilization tanks,3,137,137,137,275
56,1,6,Harvesting tanks B,Harvesting tanks B,4,219,219,219,277
57,8,2,Stabilization tanks,Stabilization tanks,2,141,141,141,278
58,2,6,Harvesting tanks A,Harvesting tanks A,3,219,219,219,280
59,3,4,Buffer tanks,Buffer tanks,1,196,216,216,281
60,4,4,Microfilter,Microfilter,0,196,220,220,285
61,0,6,Fermenter_3,Fermenter_3,0,18,165,165,290
62,2,13,Harvesting tanks B,Harvesting tanks B,2,244,244,244,303
63,1,13,Filters A,Filters A,1,275,275,275,303
64,7,16,Stabilization tanks,Stabilization tanks,0,186,186,186,305
65,4,6,Harvesting tanks B,Harvesting tanks B,0,272,272,272,311
66,3,6,Filters A,Filters A,2,293,293,293,311
67,6,13,Harvesting tanks B,Harvesting tanks B,5,244,244,244,312
68,3,13,Buffer tanks,Buffer tanks,2,275,275,275,312
